id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15
1610,7,19,21,0,18,35,206,114,1,0,0,0,0,0,0,0
1611,4,13,6,0,20,4,42,39,1,0,0,0,0,0,0,0
1612,2,5,1,0,4,0,144,5,0,0,0,0,0,0,0,0
1613,2,7,1,0,9,0,15,7,0,0,0,0,0,0,0,0
1614,4,6,6,0,3,4,68,18,0,0,0,0,0,0,0,0
1615,2,64,1,0,1553,0,484,64,15,0,0,0,0,0,0,0
1616,9,72,36,0,657,84,677,576,22,0,0,0,0,0,0,0
1617,2,9,1,0,16,0,41,9,0,0,0,0,0,0,0,0
1618,5,22,10,0,79,10,295,88,0,0,0,0,0,0,0,0
1619,4,18,6,0,39,4,129,54,1,0,0,0,0,0,0,0
1620,7,34,21,0,153,35,503,196,6,0,0,4,0,0,0,0
1621,4,68,6,0,1526,4,455,202,39,0,0,1,0,0,0,0
1622,6,65,15,0,694,20,754,317,26,0,0,4,0,0,0,0
1623,36,370,610,20,9840,6513,2064,11909,86,935,575,40,13,51,1,0
1624,15,147,101,4,1630,407,1290,1955,40,85,44,8,1,4,0,0
1625,4,21,6,0,63,4,131,63,2,0,0,0,0,0,0,0
1626,2,6,1,0,6,0,25,6,0,0,0,0,0,0,0,0
1627,4,148,5,1,8167,2,786,300,58,132,2,1,5,0,0,0
1628,17,98,133,3,370,636,743,1482,8,58,43,13,1,1,0,0
1629,4,173,6,0,8551,4,946,513,71,0,0,3,0,0,0,0
1630,4,15,6,0,19,4,217,43,3,0,0,1,0,0,0,0
1631,4,16,5,1,26,2,196,38,1,8,2,0,1,0,0,0
1632,4,138,5,1,8077,2,729,283,63,129,2,0,1,0,0,0
1633,2,14,1,0,42,0,78,14,0,0,0,0,0,0,0,0
1634,8,28,28,0,47,56,116,196,3,0,0,0,0,0,0,0
1635,6,24,15,0,46,20,163,120,1,0,0,0,0,0,0,0
1636,6,77,14,1,1566,16,497,374,15,7,4,2,0,0,0,0
1637,2,6,1,0,5,0,36,6,1,0,0,0,0,0,0,0
1638,2,132,1,0,8196,0,695,132,63,0,0,0,0,0,0,0
1639,4,10,6,0,13,4,167,30,0,0,0,0,0,0,0,0
1640,4,15,6,0,22,4,100,45,0,0,0,0,0,0,0,0
1641,4,33,6,0,377,4,158,99,4,0,0,0,0,0,0,0
1642,2,12,1,0,54,0,90,12,1,0,0,0,0,0,0,0
1643,2,13,1,0,62,0,78,13,4,0,0,0,0,0,0,0
1644,2,12,1,0,39,0,63,12,0,0,0,0,0,0,0,0
1645,4,47,6,0,666,4,369,139,12,0,0,1,0,0,0,0
1646,2,135,1,0,8208,0,717,133,63,0,0,1,0,0,0,0
1647,4,13,6,0,17,4,96,39,0,0,0,0,0,0,0,0
1648,2,7,1,0,15,0,29,7,0,0,0,0,0,0,0,0
1649,2,10,1,0,36,0,56,10,0,0,0,0,0,0,0,0
1650,3,16,3,0,43,1,96,32,2,0,0,0,0,0,0,0
1651,4,22,6,0,54,4,168,66,1,0,0,0,0,0,0,0
1652,6,30,15,0,70,20,249,148,1,0,0,1,0,0,0,0
1653,6,26,15,0,44,20,164,130,1,0,0,0,0,0,0,0
1654,6,67,14,1,722,16,465,287,10,48,4,0,0,0,0,0
1655,14,103,90,1,804,352,937,1289,15,40,12,5,0,0,0,0
1656,4,27,5,1,104,2,222,70,2,9,2,0,1,0,0,0
1657,4,14,6,0,18,4,45,38,2,0,0,2,0,0,0,0
1658,4,16,6,0,42,4,57,48,0,0,0,0,0,0,0,0
1659,4,13,6,0,17,4,186,39,0,0,0,0,0,0,0,0
1660,3,25,3,0,229,1,146,50,5,0,0,0,0,0,0,0
1661,4,29,6,0,233,4,159,87,5,0,0,0,0,0,0,0
1662,4,28,6,0,113,4,124,84,6,0,0,0,0,0,0,0
1663,4,18,6,0,32,4,115,54,1,0,0,0,0,0,0,0
1664,6,79,14,1,1567,16,538,383,17,8,4,1,1,0,0,0
1665,6,28,15,0,54,20,273,138,3,0,0,1,0,0,0,0
1666,8,41,28,0,144,56,249,287,4,0,0,0,0,0,0,0
1667,4,18,6,0,45,4,79,54,0,0,0,0,0,0,0,0
1668,2,4,1,0,3,0,12,4,0,0,0,0,0,0,0,0
1669,3,31,3,0,216,1,176,60,1,0,0,1,0,0,0,0
1670,6,58,15,0,629,20,638,288,21,0,0,1,0,0,0,0
1671,8,77,27,1,761,50,506,488,4,47,6,2,0,0,0,0
1672,2,10,1,0,23,0,93,10,1,0,0,0,0,0,0,0
1673,2,4,1,0,3,0,10,4,0,0,0,0,0,0,0,0
1674,4,8,6,0,5,4,84,22,1,0,0,1,0,0,0,0
1675,4,40,5,1,418,2,208,83,3,31,2,2,1,0,0,0
1676,6,60,13,2,501,13,325,228,4,70,6,0,1,1,0,0
1677,6,20,15,0,27,20,162,100,2,0,0,0,0,0,0,0
1678,2,6,1,0,10,0,25,6,0,0,0,0,0,0,0,0
1679,3,14,3,0,26,1,75,28,2,0,0,0,0,0,0,0
1680,4,31,6,0,155,4,235,93,4,0,0,0,0,0,0,0
1681,6,76,15,0,1465,20,562,380,11,0,0,0,0,0,0,0
1682,6,21,14,1,33,16,186,95,0,8,4,1,0,0,0,0
1683,3,9,3,0,9,1,67,18,1,0,0,0,0,0,0,0
1684,2,6,1,0,6,0,149,6,0,0,0,0,0,0,0,0
1685,4,14,5,1,37,2,183,38,2,4,2,0,0,0,0,0
1686,2,6,1,0,5,0,77,6,1,0,0,0,0,0,0,0
1687,4,137,5,1,8081,2,719,278,60,129,2,0,2,0,0,0
1688,4,12,6,0,13,4,180,34,3,0,0,1,0,0,0,0
1689,4,137,5,1,8075,2,721,280,62,131,2,0,0,0,0,0
1690,4,18,6,0,45,4,278,54,1,0,0,0,0,0,0,0
1691,2,6,1,0,6,0,28,6,0,0,0,0,0,0,0,0
1692,16,101,117,3,452,520,621,1492,7,21,38,1,0,2,0,0
1693,6,39,15,0,150,20,297,195,7,0,0,0,0,0,0,0
1694,2,24,1,0,206,0,133,24,7,0,0,0,0,0,0,0
1695,4,14,4,2,26,1,149,24,0,18,2,0,0,1,0,0
1696,2,10,1,0,20,0,38,10,0,0,0,0,0,0,0,0
1697,6,20,15,0,33,20,78,100,0,0,0,0,0,0,0,0
1698,4,16,6,0,23,4,66,48,3,0,0,0,0,0,0,0
1699,4,28,5,1,109,2,291,64,3,16,2,0,2,0,0,0
1700,2,59,1,0,1528,0,430,59,15,0,0,0,0,0,0,0
1701,57,414,1581,15,4554,28447,2363,22627,65,459,801,41,8,12,0,0
1702,10,102,43,2,1664,105,648,892,18,22,14,1,1,1,0,0
1703,14,107,90,1,785,352,712,1342,5,41,12,4,0,0,0,0
1704,4,19,6,0,37,4,268,57,1,0,0,0,0,0,0,0
1705,8,45,28,0,139,56,309,313,3,0,0,1,0,0,0,0
1706,4,14,6,0,31,4,70,42,0,0,0,0,0,0,0,0
1707,2,11,1,0,29,0,59,11,2,0,0,0,0,0,0,0
1708,6,77,13,2,1510,13,746,312,14,69,6,2,0,1,0,0
1709,6,148,15,0,8224,20,823,728,65,0,0,6,0,0,0,0
1710,6,38,15,0,119,20,663,178,2,0,0,6,0,0,0,0
1711,6,147,15,0,8218,20,743,723,63,0,0,6,0,0,0,0
1712,4,16,6,0,25,4,323,46,0,0,0,1,0,0,0,0
1713,4,21,6,0,58,4,131,63,3,0,0,0,0,0,0,0
1714,3,134,3,0,8197,1,706,266,63,0,0,1,0,0,0,0
1715,3,13,3,0,28,1,199,26,0,0,0,0,0,0,0,0
1716,5,21,10,0,41,10,89,84,0,0,0,0,0,0,0,0
1717,5,17,10,0,25,10,190,66,0,0,0,1,0,0,0,0
1718,5,18,10,0,24,10,208,70,1,0,0,1,0,0,0,0
1719,4,14,6,0,20,4,297,38,0,0,0,2,0,0,0,0
1720,4,14,6,0,22,4,306,40,0,0,0,1,0,0,0,0
1721,7,155,21,0,8255,35,779,916,63,0,0,7,0,0,0,0
1722,4,25,6,0,88,4,472,69,2,0,0,3,0,0,0,0
1723,5,146,9,1,8101,7,763,444,61,130,3,4,1,0,0,0
1724,6,45,15,0,189,20,613,219,11,0,0,3,0,0,0,0
1725,16,207,113,7,7743,478,1002,2294,50,777,67,8,9,14,1,0
1726,3,17,3,0,47,1,409,32,5,0,0,1,0,0,0,0
1727,3,143,2,1,8150,0,767,143,57,131,1,1,5,0,0,0
1728,4,14,6,0,18,4,153,40,0,0,0,1,0,0,0,0
1729,5,31,10,0,118,10,164,122,2,0,0,1,0,0,0,0
1730,1,3,0,0,3,0,137,0,0,0,0,0,0,0,0,0
1731,4,137,6,0,8206,4,711,409,63,0,0,1,0,0,0,0
1732,6,21,15,0,36,20,264,103,0,0,0,1,0,0,0,0
1733,4,23,6,0,82,4,84,65,1,0,0,2,0,0,0,0
1734,5,20,10,0,33,10,118,76,1,0,0,2,0,0,0,0
1735,6,60,14,1,486,16,695,247,15,43,4,5,0,0,0,0
1736,5,145,9,1,8097,7,787,436,63,130,3,7,0,0,0,0
1737,7,21,21,0,23,35,455,116,2,0,0,5,0,0,0,0
1738,5,143,9,1,8105,7,792,433,59,129,3,2,3,0,0,0
1739,9,221,32,4,9229,62,1097,1185,64,565,16,5,4,6,0,0
1740,13,49,77,1,98,275,622,576,6,2,11,5,0,0,0,0
1741,5,44,10,0,196,10,309,174,7,0,0,1,0,0,0,0
1742,13,176,72,6,7957,229,962,1671,55,419,49,7,4,7,1,0
1743,7,71,21,0,602,35,828,406,16,0,0,10,0,0,0,0
1744,3,14,3,0,28,1,109,28,0,0,0,0,0,0,0,0
1745,6,30,15,0,97,20,130,150,1,0,0,0,0,0,0,0
1746,3,11,2,1,29,0,57,19,0,3,1,0,0,0,0,0
1747,3,8,2,1,11,0,34,13,0,3,1,0,0,0,0,0
1748,4,6,5,1,3,2,31,16,0,2,2,0,0,0,0,0
1749,4,15,6,0,20,4,209,45,2,0,0,0,0,0,0,0
1750,6,34,15,0,115,20,606,164,8,0,0,3,0,0,0,0
1751,3,13,3,0,23,1,212,26,0,0,0,0,0,0,0,0
1752,2,128,0,1,8066,0,687,0,62,128,0,0,0,0,0,0
1753,2,128,0,1,8066,0,687,0,62,128,0,0,0,0,0,0
1754,4,143,5,1,8109,2,763,290,61,135,2,1,1,0,0,0
1755,4,43,6,0,477,4,535,127,7,0,0,1,0,0,0,0
1756,5,17,9,1,33,7,228,65,2,3,3,0,0,0,0,0
1757,3,9,2,1,10,0,43,13,0,5,1,0,0,0,0,0
1758,6,46,15,0,277,20,615,224,14,0,0,3,0,0,0,0
1759,4,46,6,0,668,4,391,138,11,0,0,0,0,0,0,0
1760,2,9,1,0,14,0,155,9,4,0,0,0,0,0,0,0
1761,7,151,18,3,7879,23,781,512,57,386,9,1,3,3,0,0
1762,5,144,8,2,7970,5,837,309,59,259,4,2,2,1,0,0
1763,5,44,10,0,396,10,589,168,7,0,0,4,0,0,0,0
1764,2,16,1,0,77,0,203,16,4,0,0,0,0,0,0,0
1765,14,195,87,4,7949,322,965,1987,52,520,36,6,8,6,0,0
1766,3,20,3,0,85,1,214,40,4,0,0,0,0,0,0,0
1767,2,12,1,0,35,0,101,12,4,0,0,0,0,0,0,0
1768,3,8,3,0,9,1,25,16,0,0,0,0,0,0,0,0
1769,5,15,10,0,15,10,135,60,1,0,0,0,0,0,0,0
1770,5,22,10,0,55,10,174,86,1,0,0,1,0,0,0,0
1771,3,14,3,0,30,1,92,26,0,0,0,1,0,0,0,0
1772,8,40,28,0,108,56,312,276,3,0,0,2,0,0,0,0
1773,6,42,15,0,154,20,301,208,9,0,0,1,0,0,0,0
1774,1,4,0,0,6,0,15,0,0,0,0,0,0,0,0,0
1775,5,15,10,0,22,10,87,60,0,0,0,0,0,0,0,0
1776,12,234,62,4,9650,181,1262,2277,96,255,38,14,7,1,0,0
1777,5,30,8,2,82,4,377,91,4,23,6,2,1,0,0,0
1778,7,63,19,2,662,26,555,355,23,15,8,4,0,1,0,0
1779,6,32,15,0,82,20,200,160,2,0,0,0,0,0,0,0
1780,4,41,6,0,390,4,345,121,10,0,0,1,0,0,0,0
1781,5,21,10,0,35,10,162,82,4,0,0,1,0,0,0,0
1782,8,53,25,3,384,39,564,311,9,44,16,7,1,1,0,0
1783,3,47,3,0,602,1,456,86,24,0,0,4,0,0,0,0
1784,6,47,14,1,305,16,658,208,13,13,4,7,0,0,0,0
1785,5,37,10,0,178,10,282,146,5,0,0,1,0,0,0,0
1786,3,12,3,0,27,1,101,24,0,0,0,0,0,0,0,0
1787,6,23,15,0,34,20,172,113,2,0,0,1,0,0,0,0
1788,4,17,6,0,28,4,68,51,0,0,0,0,0,0,0,0
1789,5,14,10,0,15,10,100,56,0,0,0,0,0,0,0,0
1790,4,15,6,0,25,4,53,45,1,0,0,0,0,0,0,0
1791,6,25,15,0,52,20,124,125,2,0,0,0,0,0,0,0
1792,4,12,6,0,20,4,72,36,0,0,0,0,0,0,0,0
1793,2,6,1,0,5,0,22,6,1,0,0,0,0,0,0,0
1794,4,12,5,1,17,2,44,30,0,6,2,0,0,0,0,0
1795,6,24,14,1,46,16,296,114,0,4,4,1,0,0,0,0
1796,4,12,5,1,17,2,101,28,0,6,2,1,0,0,0,0
1797,6,77,15,0,1542,20,496,375,42,0,0,5,0,0,0,0
1798,6,76,14,1,1494,16,482,314,40,60,4,2,1,0,0,0
1799,3,12,3,0,20,1,153,24,1,0,0,0,0,0,0,0
1800,3,11,3,0,20,1,52,22,1,0,0,0,0,0,0,0
1801,5,21,10,0,70,10,96,84,2,0,0,0,0,0,0,0
1802,3,15,2,1,47,0,240,25,2,5,1,0,0,0,0,0
1803,4,7,4,2,4,0,150,14,0,7,4,0,0,0,0,0
1804,5,136,9,1,8199,7,720,539,64,3,3,1,0,0,0,0
1805,5,30,10,0,118,10,382,118,8,0,0,1,0,0,0,0
1806,4,21,6,0,43,4,190,61,4,0,0,1,0,0,0,0
1807,5,19,10,0,30,10,118,76,2,0,0,0,0,0,0,0
1808,3,18,3,0,52,1,71,36,0,0,0,0,0,0,0,0
1809,3,42,1,2,603,0,370,7,7,71,0,0,3,1,0,0
1810,38,320,692,11,4158,8050,1769,11403,32,371,377,30,3,8,1,0
1811,3,40,1,2,593,0,334,5,8,73,0,0,1,1,0,0
1812,6,49,14,1,638,16,345,208,9,35,4,0,1,0,0,0
1813,2,8,1,0,12,0,115,8,1,0,0,0,0,0,0,0
1814,2,8,1,0,13,0,30,8,0,0,0,0,0,0,0,0
1815,4,11,6,0,13,4,51,33,1,0,0,0,0,0,0,0
1816,3,15,3,0,48,1,64,30,1,0,0,0,0,0,0,0
1817,3,11,3,0,16,1,44,22,1,0,0,0,0,0,0,0
1818,5,14,10,0,16,10,151,54,0,0,0,1,0,0,0,0
1819,3,52,3,0,715,1,433,98,12,0,0,3,0,0,0,0
1820,3,62,3,0,1532,1,435,122,15,0,0,1,0,0,0,0
1821,5,17,10,0,22,10,175,66,1,0,0,1,0,0,0,0
1822,2,11,1,0,28,0,103,11,3,0,0,0,0,0,0,0
1823,4,16,6,0,33,4,168,48,4,0,0,0,0,0,0,0
1824,9,39,34,2,67,71,182,291,1,15,12,2,1,1,0,0
1825,6,27,14,1,54,16,246,120,1,11,4,1,1,0,0,0
1826,8,37,25,3,80,40,188,232,5,23,14,2,0,2,0,0
1827,5,19,8,2,37,5,83,56,0,18,4,0,1,1,0,0
1828,5,24,9,1,62,7,165,85,2,7,3,1,1,0,0,0
1829,6,30,15,0,117,20,298,150,8,0,0,0,0,0,0,0
1830,4,22,6,0,108,4,132,66,3,0,0,0,0,0,0,0
1831,2,16,1,0,77,0,215,16,4,0,0,0,0,0,0,0
1832,2,12,1,0,38,0,197,12,1,0,0,0,0,0,0,0
1833,4,136,6,0,8199,4,726,406,63,0,0,1,0,0,0,0
1834,6,20,15,0,37,20,90,100,0,0,0,0,0,0,0,0
1835,4,11,6,0,15,4,33,33,1,0,0,0,0,0,0,0
1836,2,4,1,0,3,0,13,4,0,0,0,0,0,0,0,0
1837,4,44,6,0,583,4,388,132,21,0,0,0,0,0,0,0
1838,4,32,5,1,158,2,190,71,3,25,2,0,0,0,0,0
1839,6,34,15,0,124,20,201,170,6,0,0,0,0,0,0,0
1840,3,12,3,0,18,1,63,24,1,0,0,0,0,0,0,0
1841,5,19,9,1,36,7,108,63,2,11,3,1,0,0,0,0
1842,10,71,41,4,423,92,407,599,4,36,24,2,0,4,0,0
1843,2,14,1,0,42,0,89,14,4,0,0,0,0,0,0,0
1844,3,14,3,0,44,1,94,28,3,0,0,0,0,0,0,0
1845,3,12,3,0,21,1,109,24,0,0,0,0,0,0,0,0
1846,6,70,15,0,1538,20,471,350,15,0,0,0,0,0,0,0
1847,4,19,6,0,40,4,141,55,0,0,0,1,0,0,0,0
1848,8,55,28,0,202,56,537,381,5,0,0,2,0,0,0,0
1849,7,36,21,0,83,35,225,212,3,0,0,2,0,0,0,0
1850,4,19,6,0,39,4,116,53,0,0,0,2,0,0,0,0
1851,7,50,21,0,452,35,445,298,8,0,0,1,0,0,0,0
1852,4,15,6,0,28,4,134,45,0,0,0,0,0,0,0,0
1853,2,4,1,0,3,0,16,4,0,0,0,0,0,0,0,0
1854,2,3,1,0,1,0,13,3,0,0,0,0,0,0,0,0
1855,3,11,3,0,21,1,61,22,0,0,0,0,0,0,0,0
1856,5,26,10,0,76,10,208,104,2,0,0,0,0,0,0,0
1857,3,134,3,0,8197,1,707,268,63,0,0,0,0,0,0,0
1858,3,7,3,0,5,1,149,14,0,0,0,0,0,0,0,0
1859,3,7,3,0,10,1,52,14,1,0,0,0,0,0,0,0
1860,1,2,0,0,1,0,7,0,0,0,0,0,0,0,0,0
1861,1,4,0,0,6,0,9,0,0,0,0,0,0,0,0,0
1862,5,9,10,0,6,10,150,34,1,0,0,1,0,0,0,0
1863,3,62,2,1,1481,0,475,64,13,56,1,1,1,0,0,0
1864,5,114,8,2,2795,5,776,292,20,160,4,1,1,1,0,0
1865,4,23,6,0,83,4,233,67,4,0,0,1,0,0,0,0
1866,2,59,1,0,1528,0,433,57,15,0,0,1,0,0,0,0
1867,3,70,1,2,1500,0,597,16,12,120,0,0,2,1,0,0
1868,5,70,8,2,1463,5,568,160,10,112,4,1,3,1,0,0
1869,11,133,52,3,2173,141,918,1123,23,197,21,3,2,3,0,0
1870,5,74,9,1,1522,7,581,230,12,60,3,1,2,0,0,0
1871,5,78,10,0,1209,10,705,312,25,0,0,0,0,0,0,0
1872,1,4,0,0,6,0,78,0,0,0,0,0,0,0,0,0
1873,5,27,10,0,66,10,315,106,2,0,0,1,0,0,0,0
1874,6,23,15,0,35,20,160,113,1,0,0,1,0,0,0,0
1875,3,9,3,0,15,1,91,16,1,0,0,1,0,0,0,0
1876,1,2,0,0,1,0,9,0,0,0,0,0,0,0,0,0
1877,2,10,1,0,20,0,46,10,0,0,0,0,0,0,0,0
1878,3,12,3,0,26,1,158,24,1,0,0,0,0,0,0,0
1879,5,26,10,0,114,10,323,102,2,0,0,1,0,0,0,0
1880,5,167,10,0,8578,10,869,662,68,0,0,3,0,0,0,0
1881,4,31,5,1,187,2,345,85,3,8,2,0,0,0,0,0
1882,5,11,10,0,12,10,202,44,0,0,0,0,0,0,0,0
1883,1,4,0,0,6,0,11,0,0,0,0,0,0,0,0,0
1884,6,38,15,0,151,20,243,188,4,0,0,1,0,0,0,0
1885,4,18,6,0,37,4,78,54,1,0,0,0,0,0,0,0
1886,3,7,3,0,5,1,43,14,0,0,0,0,0,0,0,0
1887,3,11,3,0,18,1,167,22,1,0,0,0,0,0,0,0
1888,4,145,5,1,8138,2,797,295,60,136,2,0,2,0,0,0
1889,9,72,34,2,751,70,592,530,6,44,14,0,1,0,0,0
1890,2,7,0,1,20,0,72,0,1,7,0,0,0,0,0,0
1891,2,7,0,1,20,0,72,0,1,7,0,0,0,0,0,0
1892,3,14,3,0,40,1,121,28,0,0,0,0,0,0,0,0
1893,3,46,3,0,519,1,399,92,8,0,0,0,0,0,0,0
1894,15,237,102,3,9637,417,1466,3055,73,247,37,5,3,1,0,0
1895,4,28,6,0,113,4,292,82,4,0,0,1,0,0,0,0
1896,5,28,9,1,80,7,155,94,1,14,3,1,1,0,0,0
1897,3,10,3,0,15,1,45,18,1,0,0,1,0,0,0,0
1898,6,20,15,0,41,20,84,98,1,0,0,1,0,0,0,0
1899,6,28,15,0,67,20,152,140,2,0,0,0,0,0,0,0
1900,2,8,1,0,13,0,34,8,0,0,0,0,0,0,0,0
1901,4,30,6,0,188,4,219,88,2,0,0,1,0,0,0,0
1902,10,77,43,2,362,105,682,652,7,35,14,3,0,1,0,0
1903,7,21,21,0,27,35,70,126,2,0,0,0,0,0,0,0
1904,3,14,3,0,28,1,66,28,0,0,0,0,0,0,0,0
1905,4,15,6,0,31,4,119,45,1,0,0,0,0,0,0,0
1906,6,36,15,0,109,20,226,176,0,0,0,2,0,0,0,0
1907,8,96,28,0,1571,56,682,668,11,0,0,2,0,0,0,0
1908,6,32,15,0,116,20,351,160,6,0,0,0,0,0,0,0
1909,7,38,21,0,120,35,208,226,2,0,0,1,0,0,0,0
1910,4,18,6,0,34,4,219,54,0,0,0,0,0,0,0,0
1911,5,28,10,0,77,10,293,112,3,0,0,0,0,0,0,0
1912,9,77,34,2,539,71,721,564,15,48,12,2,0,1,0,0
1913,4,54,6,0,512,4,456,162,8,0,0,0,0,0,0,0
1914,31,154,460,5,484,4352,989,4534,6,64,141,11,0,2,0,0
1915,2,4,1,0,3,0,15,4,0,0,0,0,0,0,0,0
1916,3,18,3,0,105,1,75,36,1,0,0,0,0,0,0,0
1917,3,7,3,0,5,1,50,14,0,0,0,0,0,0,0,0
1918,2,8,1,0,12,0,80,8,1,0,0,0,0,0,0,0
1919,6,64,14,1,551,16,405,277,4,41,4,0,1,0,0,0
1920,6,25,15,0,54,20,129,125,0,0,0,0,0,0,0,0
1921,3,8,3,0,7,1,44,16,0,0,0,0,0,0,0,0
1922,3,16,3,0,77,1,235,32,2,0,0,0,0,0,0,0
1923,2,3,1,0,1,0,16,3,0,0,0,0,0,0,0,0
1924,2,2,1,0,0,0,5,2,0,0,0,0,0,0,0,0
1925,2,6,1,0,10,0,40,6,0,0,0,0,0,0,0,0
1926,6,40,15,0,245,20,275,200,3,0,0,0,0,0,0,0
1927,12,108,66,0,983,220,821,1182,8,0,0,3,0,0,0,0
1928,6,31,15,0,89,20,261,155,0,0,0,0,0,0,0,0
1929,4,27,6,0,110,4,305,81,4,0,0,0,0,0,0,0
1930,2,20,1,0,114,0,102,20,1,0,0,0,0,0,0,0
1931,4,32,4,2,216,1,150,42,4,44,2,2,3,1,0,0
1932,4,25,3,3,191,0,139,26,3,43,2,2,1,2,0,0
1933,3,25,1,2,209,0,134,22,4,24,0,1,1,1,0,0
1934,2,5,1,0,6,0,35,5,0,0,0,0,0,0,0,0
1935,5,31,10,0,147,10,195,124,3,0,0,0,0,0,0,0
1936,5,21,9,1,45,7,134,75,8,1,3,3,1,0,0,0
1937,2,4,1,0,3,0,33,4,0,0,0,0,0,0,0,0
1938,2,7,1,0,11,0,34,7,0,0,0,0,0,0,0,0
1939,3,5,3,0,2,1,20,10,0,0,0,0,0,0,0,0
1940,3,9,3,0,10,1,90,18,0,0,0,0,0,0,0,0
1941,4,66,6,0,1539,4,446,198,15,0,0,0,0,0,0,0
1942,4,13,6,0,14,4,131,35,1,0,0,2,0,0,0,0
1943,4,35,6,0,246,4,163,103,8,0,0,1,0,0,0,0
1944,6,24,14,1,66,16,166,110,1,4,4,3,0,0,0,0
1945,5,24,9,1,89,7,143,83,1,5,3,4,0,0,0,0
1946,3,10,2,1,11,0,60,9,1,7,1,2,0,0,0,0
1947,4,27,5,1,114,2,240,53,1,22,2,3,0,0,0,0
1948,4,46,6,0,667,4,360,136,12,0,0,1,0,0,0,0
1949,2,4,1,0,3,0,46,4,0,0,0,0,0,0,0,0
1950,12,111,65,1,1695,210,858,1185,18,14,10,11,0,0,0,0
1951,5,41,10,0,157,10,253,156,2,0,0,4,0,0,0,0
1952,11,37,55,0,55,165,268,362,0,0,0,4,0,0,0,0
1953,4,43,6,0,309,4,493,127,9,0,0,1,0,0,0,0
1954,9,47,34,2,215,71,392,358,2,16,12,1,0,1,0,0
1955,8,41,26,2,108,45,268,267,3,18,10,1,0,1,0,0
1956,4,24,5,1,63,2,113,59,0,11,2,0,1,0,0,0
1957,5,11,10,0,8,10,48,44,2,0,0,0,0,0,0,0
1958,5,18,9,1,25,7,93,63,1,7,3,1,0,0,0,0
1959,6,48,15,0,305,20,470,238,13,0,0,1,0,0,0,0
1960,6,36,15,0,114,20,216,178,2,0,0,1,0,0,0,0
1961,4,14,6,0,18,4,66,40,1,0,0,1,0,0,0,0
1962,4,14,5,1,26,2,103,31,0,9,2,1,0,0,0,0
1963,4,70,5,1,1557,2,474,201,15,9,2,0,0,0,0,0
1964,6,33,15,0,114,20,245,163,2,0,0,1,0,0,0,0
1965,2,14,1,0,46,0,69,14,0,0,0,0,0,0,0,0
1966,10,51,45,0,167,120,253,455,2,0,0,2,0,0,0,0
1967,2,10,1,0,23,0,78,10,1,0,0,0,0,0,0,0
1968,4,11,6,0,12,4,72,33,0,0,0,0,0,0,0,0
1969,4,23,6,0,91,4,136,69,1,0,0,0,0,0,0,0
1970,3,12,3,0,25,1,67,24,0,0,0,0,0,0,0,0
1971,3,15,3,0,39,1,83,28,0,0,0,1,0,0,0,0
1972,4,32,6,0,144,4,244,94,2,0,0,1,0,0,0,0
1973,16,140,118,2,959,533,939,2024,16,62,26,6,1,1,0,0
1974,4,15,6,0,24,4,86,43,1,0,0,1,0,0,0,0
1975,7,50,20,1,483,30,458,294,6,6,5,0,0,0,0,0
1976,4,17,6,0,33,4,102,51,1,0,0,0,0,0,0,0
1977,3,11,3,0,15,1,59,22,0,0,0,0,0,0,0,0
1978,5,22,10,0,45,10,139,86,0,0,0,1,0,0,0,0
1979,4,30,5,1,124,2,375,75,8,9,2,1,2,0,0,0
1980,4,16,5,1,32,2,98,40,2,6,2,1,0,0,0,0
1981,2,4,1,0,2,0,11,4,0,0,0,0,0,0,0,0
1982,3,9,3,0,11,1,40,18,1,0,0,0,0,0,0,0
1983,5,20,10,0,38,10,145,80,0,0,0,0,0,0,0,0
1984,4,24,6,0,85,4,104,72,0,0,0,0,0,0,0,0
1985,2,19,1,0,95,0,214,19,6,0,0,0,0,0,0,0
1986,55,441,1475,10,10776,25711,2502,23194,84,518,518,42,9,6,0,0
1987,4,63,6,0,1431,4,468,189,10,0,0,0,0,0,0,0
1988,3,6,3,0,4,1,99,12,0,0,0,0,0,0,0,0
1989,3,3,3,0,1,1,5,6,0,0,0,0,0,0,0,0
1990,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0
1991,2,3,1,0,1,0,10,3,0,0,0,0,0,0,0,0
1992,2,4,1,0,3,0,17,4,0,0,0,0,0,0,0,0
1993,2,6,1,0,10,0,23,6,0,0,0,0,0,0,0,0
1994,2,4,1,0,3,0,14,4,0,0,0,0,0,0,0,0
1995,4,89,5,1,1642,2,630,203,13,60,2,1,1,0,0,0
1996,6,26,15,0,49,20,365,124,1,0,0,3,0,0,0,0
1997,4,26,6,0,87,4,250,76,2,0,0,1,0,0,0,0
1998,8,152,26,2,2507,45,1240,956,36,86,10,8,3,1,0,0
1999,4,24,6,0,83,4,233,72,2,0,0,0,0,0,0,0
2000,4,14,6,0,22,4,129,42,1,0,0,0,0,0,0,0
2001,15,161,102,3,1906,417,1336,2124,25,118,37,5,1,1,0,0
2002,3,70,2,1,1453,0,552,72,9,64,1,1,1,0,0,0
2003,5,20,10,0,43,10,236,78,3,0,0,1,0,0,0,0
2004,4,63,6,0,1431,4,519,185,12,0,0,2,0,0,0,0
